cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
84_1165133,,1,,,10,24,32,2,,,1
84_1165141,,6,,,10,31,32,,,,1
84_1165142,,6,,,8,,32,2,,,1
84_1165143,,1,,,5,6,27,,,,3
84_1165145,,1,,,5,6,27,,,,3
84_1165146,,,,,5,31,27,1,,,1
84_1165154,,4,,,10,25,32,1,,,1
84_1165166,,6,,,10,31,27,2,,,3
84_1165168,,1,,,10,6,34,2,,,1
84_1165173,,,,,10,,23,,,1,1
84_1165175,,6,,,10,31,34,2,,,3
84_1165182,,,,,5,,23,,,1,3
84_1165187,,,,,4,5,37,2,,,1
84_1165190,,,,,10,,,,,2,1
84_1165194,,1,,,5,6,27,,,,3
84_1165196,,1,,,5,29,27,,,,1
84_1165202,,,,,10,10,37,2,,,1
84_1165205,,,,,4,,2,,,4,3
84_1165213,,1,,,,,,,,,1
84_1165222,,4,,,10,25,32,1,,,1
84_1165226,,,,,10,31,47,2,,,3
84_1165235,,3,,,5,14,37,3,,,1
84_1165237,,4,,,10,25,32,1,,,1
84_1165238,,1,,,10,6,34,2,,,1
84_1165242,,4,,,10,25,32,1,,,1
84_1165243,,2,,,10,31,34,2,,,3
84_1165244,,,,,5,,3,,,3,1
84_1165245,,,,,5,,,,,1,3
84_1165263,,,,,10,31,47,2,,,1
84_1165266,,1,,,10,6,34,2,,,3
84_1165268,,,,,10,31,34,1,,,1
84_1165272,,,,,10,24,34,1,,,1
84_1165274,,1,,,3,14,20,2,,,1
84_1165276,,,,,5,31,37,1,,,1
84_1165281,,5,,,5,31,,6,,,1
84_1165286,,1,,,5,6,27,2,,,1
84_1165288,,3,,,5,5,20,2,,,1
84_1165291,,1,,,3,6,20,2,,,1
84_1165299,,1,,,10,26,34,1,,,1
84_1165304,,,,,4,,32,,,4,3
84_1165306,,2,,,10,31,34,2,,,3
84_1165309,,,,,10,31,34,1,,,1
84_1165310,,,,2,,,,,,,
84_1165312,,4,,,3,5,20,2,,,1
84_1165315,,,,,10,24,34,1,,,1
84_1165317,,3,,,,5,32,2,,,1
84_1165325,,,,,5,,3,,,3,1
84_1165326,,,,,4,,17,,,1,1
84_1165329,,1,,,10,7,32,,,,1
84_1165330,,,,,4,,17,,,1,1
84_1165335,,,,,,,,,,1,3
84_1165342,,1,,,10,26,34,1,,,1
84_1165344,,6,,1,10,5,37,2,,,
84_1165345,,1,,,10,6,34,2,,,3
84_1165348,,,,,10,31,34,1,,,1
84_1165349,,3,,,3,1,32,2,,,3
84_1165350,,,,,10,31,34,1,,,1
84_1165351,,,,,4,24,27,3,,,1
84_1165353,,,,,5,,3,,,3,1
84_1165355,,,,,5,31,37,1,,,1
84_1165356,,6,,,5,24,20,3,,,1
84_1165360,,1,,,10,6,34,2,,,3
84_1165361,,1,,,3,11,37,2,,,1
84_1165362,,,,,10,31,34,1,,,1
84_1165363,,3,,,10,31,27,2,,,1
84_1165368,,3,,,8,,24,,,4,
84_1165369,,1,,,10,6,34,2,,,3
84_1165370,,3,,,3,5,20,2,,,1
84_1165372,,3,,,5,5,20,2,,,1
84_1165375,,,,,,2,,2,,,1
84_1165377,,,,,10,,32,,,4,3
84_1165381,,1,,,,,,,,,1
84_1165390,,,,,4,,17,,,1,1
84_1165403,,,,,5,,37,,,1,
84_1165409,,,,,5,,32,,,1,1
84_1165413,,4,,1,10,25,32,1,,,
84_1165420,,3,,,10,1,32,2,,,1
84_1165430,,6,,1,10,31,32,2,,,
84_1165431,,5,,,5,,32,,,2,1
84_1165437,,,,,5,,37,,,1,
84_1165441,,5,,,5,,32,,,2,1
84_1165446,,,,,5,,3,,,1,1
84_1165449,,6,,,5,14,20,5,,,1
84_1165457,,4,,1,10,25,32,1,,,
84_1165460,,6,,,5,6,,2,,,1
84_1165463,,,,1,10,31,32,1,,,
84_1165464,,4,,1,10,25,32,1,,,
84_1165465,,4,,1,10,25,32,1,,,
84_1165468,,6,,1,10,31,32,2,,,
84_1165475,,,,1,10,31,32,1,,,
84_1165487,,1,,1,10,24,32,2,,,
84_1165493,,,,1,10,31,32,1,,,
84_1165495,,,,1,10,31,32,1,,,
84_1165501,,1,,,10,7,32,2,,,3
84_1165512,,,,1,10,31,32,1,,,
84_1165514,,4,,1,10,25,32,1,,,
84_1165518,,,,1,10,31,32,1,,,
84_1165519,,,,,5,,3,,,1,1
84_1165526,,1,,,10,6,32,1,,,1
84_1165528,,6,,,10,14,27,6,,,1
84_1165529,,6,,1,10,31,32,2,,,
84_1165530,,6,,,10,14,27,6,,,1
84_1165532,,4,,1,10,25,32,1,,,
84_1165543,,,4,,,,,,2,,
84_1165552,,,,,4,31,27,3,,,1
84_1165554,,,,,5,,32,,,1,1
84_1165559,,4,,1,10,25,32,1,,,
84_1165571,,1,,1,10,24,32,2,,,
84_1165572,,4,,1,10,25,32,1,,,
84_1165578,,1,,,8,,24,,,2,1
84_1165588,,,,1,10,31,32,1,,,
84_1165591,,4,,1,10,25,32,1,,,
84_1165593,,,,,4,31,27,3,,,1
84_1165594,,1,,,8,,24,,,2,1
84_1165599,,,,,5,,44,,,4,3
84_1165611,,,,,5,,3,,,3,1
84_1165619,,6,,,5,6,,2,,,1
84_1165627,,,,,5,31,27,1,,,3
84_1165634,,,,,13,,44,,,2,3
84_1165636,,,,,4,31,34,1,,,3
84_1165637,,,,,10,,32,,,4,1
84_1165644,,1,,,5,6,34,2,,,1
84_1165652,,1,,,10,26,27,2,,,1
84_1165656,,,,,5,31,27,1,,,3
84_1165658,,,,,3,,37,,,4,2
84_1165661,,1,,,5,6,34,2,,,1
84_1165663,,,,,10,,32,,,4,1
84_1165670,,,,,10,,32,,,4,3
84_1165679,,,,,3,,37,,,4,3
84_1165680,,,,,10,,34,,,1,1
84_1165690,,1,,,5,6,34,2,,,1
84_1165692,,6,,1,10,5,37,2,,,
84_1165693,,6,,1,10,5,37,2,,,
84_1165695,,6,,,10,31,34,2,,,3
84_1165701,,,,,10,31,34,1,,,3
84_1165709,,3,,,3,5,20,1,,,1
84_1165712,,,,,5,31,27,1,,,3
84_1165719,,6,,,10,31,27,2,,,3
84_1165720,,6,,,10,31,34,2,,,1
84_1165723,,1,,,10,6,27,,,,3
84_1165724,,1,,,7,6,27,2,,,1
84_1165725,,1,,,5,6,34,2,,,1
84_1165726,,6,,,10,31,27,2,,,3
84_1165729,,1,,,5,6,34,2,,,1
84_1165732,,6,,1,10,5,37,2,,,
84_1165737,,1,,,7,6,27,2,,,1
84_1165745,,,,,3,,37,,,4,2
84_1165753,,1,,,5,6,27,2,,,1
84_1165755,,,,,3,,37,,,4,2
84_1165764,,1,,,5,6,27,2,,,1
84_1165766,,,,,3,,37,,,4,2
84_1165769,,,,,3,,37,,,4,2
84_1165770,,6,,,10,31,27,2,,,3
84_1165775,,,,,4,31,34,1,,,3
84_1165777,,,,,2,,32,,,1,1
84_1165791,,,,,5,,23,,,1,3
84_1165793,,,,,5,31,27,1,,,3
84_1165801,,,,,3,,37,,,4,2
84_1165803,,,,,5,31,27,1,,,3
84_1165805,,6,,,5,7,27,2,,,3
84_1165806,,,,1,4,5,37,3,,,
84_1165807,,1,,,5,6,34,2,,,1
84_1165810,,6,,,10,31,27,2,,,3
84_1165812,,,,1,4,5,37,3,,,
84_1165823,,,,,4,31,34,1,,,3
84_1165827,,1,,,10,6,32,,,,3
84_1165828,,,,,10,,32,,,4,1
84_1165829,,5,,,5,14,20,2,,,1
84_1165835,,1,,,5,6,34,2,,,1
84_1165837,,4,,,3,31,20,2,,,1
84_1165838,,1,,,10,26,37,2,,,1
84_1165843,,6,,,10,7,27,2,,,3
84_1165845,,6,,1,10,31,27,2,,,
84_1165848,,,,1,5,,32,,,2,
84_1165851,,,,,5,,27,,,,
84_1165872,,6,,3,10,31,27,2,,,
84_1165875,,6,,,5,24,37,5,,,
84_1165881,,1,,,10,6,32,2,,,1
84_1165885,,,,,10,,32,,,1,1
84_1165887,,6,,,10,26,34,2,,,1
84_1165889,,6,,3,10,31,32,2,,,
84_1165890,,1,,,10,29,32,2,,,1
84_1165895,,,,,10,,23,,,1,1
84_1165896,,,,,10,,32,,,1,1
84_1165897,,6,,2,10,31,27,2,,,
84_1165904,,1,,,10,6,32,2,,,1
84_1165906,,,,,5,,27,,,,
84_1165907,,,,,10,,23,,,1,1
84_1165909,,6,,3,10,5,32,2,,,
84_1165911,,6,,3,4,5,32,2,,,
84_1165917,,1,,,10,29,32,2,,,1
84_1165919,,,,,,,,,,1,3
84_1165921,,1,,3,4,31,32,2,,,
84_1165923,,6,,,10,31,47,2,,,3
84_1165924,,3,,,5,5,20,1,,,1
84_1165925,,1,,3,3,24,27,2,,,
84_1165929,,1,,3,4,24,32,2,,,
84_1165930,,6,,1,3,32,37,2,,,
84_1165931,,,,,5,31,27,1,,,3
84_1165932,,1,,,10,29,32,2,,,1
84_1165935,,6,,2,10,31,27,2,,,
84_1165936,,1,,3,5,10,27,2,,,
84_1165938,,,,,10,29,34,2,,,1
84_1165942,,6,,,10,31,47,2,,,3
84_1165943,,,,,4,,36,,,4,3
84_1165947,,,,,,,37,,,4,3
84_1165949,,1,,,10,1,34,2,,,1
84_1165950,,,,1,4,14,37,5,,,
84_1165955,,6,,3,9,,24,,,1,
84_1165958,,1,,,10,7,32,2,,,1
84_1165961,,1,,,10,29,32,2,,,1
84_1165962,,3,,,5,5,20,1,,,1
84_1165967,,1,,,7,31,32,2,,,3
84_1165969,,1,,3,5,10,27,2,,,
84_1165970,,6,,3,10,31,32,2,,,
84_1165971,,6,,1,5,,20,,,2,
84_1165972,,,,,,,37,,,4,3
84_1165976,,1,,3,4,24,32,2,,,
84_1165978,,6,,,10,26,34,2,,,1
84_1165979,,1,,,5,14,32,2,,,1
84_1165982,,1,,3,5,24,32,,,,
84_1165983,,1,,,10,6,32,2,,,1
84_1165984,,1,,,10,7,32,,,,1
84_1165986,,,,,4,,36,,,4,3
84_1165989,,,,,10,31,32,1,,,3
84_1165990,,6,,3,5,5,27,2,,,
84_1165991,,,,,,,37,,,4,3
84_1165992,,1,,,10,7,32,,,,1
84_1165993,,1,,,,29,,2,,,3
84_1165995,,6,,,10,31,32,2,,,3
84_1166009,,1,,,10,6,32,2,,,1
84_1166010,,6,,,10,7,27,2,,,3
84_1166011,,1,,3,5,24,32,2,,,
84_1166012,,6,,3,5,5,32,2,,,
84_1166020,,,,,4,,36,,,4,3
84_1166022,,,,,4,,36,,,4,3
84_1166025,,1,,1,10,31,27,2,,,
84_1166026,,,,,10,29,34,2,,,1
84_1166030,,6,,,4,7,27,2,,,3
84_1166033,,1,,2,3,6,27,2,,,
84_1166036,,6,,3,5,5,32,2,,,
84_1166037,,6,,,10,7,27,2,,,3
84_1166038,,6,,,10,7,27,2,,,3
84_1166039,,6,,1,5,5,20,5,,,
84_1166048,,,,3,4,,32,,,,
84_1166051,,4,,1,10,25,32,1,,,
84_1166052,,,,,4,,3,,,2,3
84_1166053,,6,,,10,5,27,2,,,1
84_1166056,,4,,,10,31,32,1,,,
84_1166059,,,,,5,,36,,,2,3
84_1166061,,4,,1,10,25,32,1,,,
84_1166062,,,,,10,31,32,1,,,3
84_1166063,,6,,,10,24,32,6,,,1
84_1166068,,,,,,,37,,,4,3
84_1166069,,4,,,5,31,20,5,,,
84_1166070,,6,,,5,24,27,6,,,1
84_1166071,,,,,10,,32,,,2,1
84_1166072,,6,,,3,5,20,1,,,
84_1166075,,5,,,3,,37,,,2,1
84_1166078,,,,3,10,,32,,,,
84_1166082,,1,,,10,26,37,2,,,1
84_1166083,,6,,3,10,31,27,2,,,
84_1166084,,4,,,5,24,32,1,,,1
84_1166085,,1,,,,29,,2,,,3
84_1166090,,,,,13,,17,,,2,3
84_1166093,,,,,10,7,32,2,,,3
84_1166094,,,,,10,31,32,1,,,1
84_1166095,,,,1,10,31,32,1,,,
84_1166099,,,5,,,,,,2,,
84_1166103,,,,,,31,,2,,,1
84_1166106,,4,,,5,24,32,1,,,1
84_1166107,,6,,,10,24,32,6,,,1
84_1166111,,1,,,10,31,32,,,,1
84_1166116,,6,,3,10,31,27,2,,,
84_1166117,,,,,5,,36,,,3,3
84_1166118,,1,,,5,14,32,2,,,1
84_1166119,,1,,,3,6,32,2,,,1
84_1166121,,,,3,4,,32,,,,
84_1166123,,4,,,10,31,20,2,,,3
84_1166124,,,,,10,1,37,2,,,1
84_1166125,,1,,,7,7,32,2,,,1
84_1166128,,,,,4,,3,,,2,3
84_1166131,,1,,,10,6,37,,,,3
84_1166132,,1,,,10,26,37,2,,,1
84_1166133,,6,,,3,5,20,1,,,
84_1166135,,1,,,,29,,2,,,3
84_1166139,,,,,10,31,32,2,,,3
84_1166142,,,,,2,,32,,,2,1
84_1166144,,3,,,5,20,37,5,,,1
84_1166145,,1,,3,5,24,32,2,,,
84_1166150,,6,,,5,24,20,3,,,1
84_1166152,,,,,10,,28,,,3,1
84_1166153,,1,,,7,7,32,2,,,1
84_1166155,,1,,,3,6,20,2,,,1
84_1166156,,,,,10,1,37,2,,,1
84_1166171,,6,,,5,24,27,6,,,1
84_1166173,,1,,,,5,,2,,,3
84_1166174,,,,,10,31,34,2,,,1
84_1166175,,1,,3,5,24,32,2,,,
84_1166177,,,5,,,,,,2,,
84_1166179,,1,,,5,6,32,3,,,1
84_1166180,,6,,,5,24,27,6,,,1
84_1166182,,6,,3,10,31,27,2,,,
84_1166188,,1,,,10,6,37,,,,3
84_1166189,,5,,,8,,24,,,2,1
84_1166195,,,,3,10,,32,,,,
84_1166196,,,,1,10,31,32,1,,,
84_1166197,,,,,10,31,34,1,,,1
84_1166199,,1,,,,5,,2,,,3
84_1166200,,,,,4,11,37,1,,,1
84_1166202,,4,,,7,7,32,2,,,1
84_1166211,,,,,10,,32,,,2,1
84_1166214,,,,,10,,28,,,3,1
84_1166215,,3,,,3,14,32,2,,,1
84_1166216,,,,,5,,37,,,1,
84_1166220,,,,,10,31,37,2,,,1
84_1166222,,5,,,3,14,37,3,,,1
84_1166224,,,,,10,1,37,2,,,1
84_1166225,,4,,1,10,25,32,1,,,
84_1166226,,6,,,8,6,27,2,,,1
84_1166228,,6,,,10,24,32,6,,,1
84_1166231,,6,,,5,14,20,5,,,1
84_1166232,,,,,4,,3,,,4,3
84_1166233,,6,,,3,5,20,1,,,1
84_1166238,,3,,,5,13,32,5,,,1
84_1166239,,1,,,10,31,32,,,,1
84_1166243,,,,,10,,32,,,2,1
84_1166248,,,,,,,,,,1,1
84_1166250,,,,,10,,34,,,1,1
84_1166254,,,,,3,,32,,,,
84_1166260,,6,,,5,3,27,2,,,2
84_1166264,,,,,10,,12,,,4,3
84_1166267,,,,,10,,34,,,1,3
84_1166269,,6,,,10,7,34,2,,,3
84_1166270,,6,,,5,,32,,,1,1
84_1166271,,3,,,5,,32,3,,,1
84_1166280,,1,,,5,6,32,2,,,1
84_1166283,,,,,,,37,,,1,3
84_1166285,,6,,,10,6,37,2,,,1
84_1166297,,6,,1,10,5,37,2,,,
84_1166298,,3,,,5,,32,3,,,1
84_1166306,,3,,,10,5,32,1,,,1
84_1166310,,1,,,5,6,32,2,,,1
84_1166311,,,,,4,,17,,,1,3
84_1166315,,,,,4,,17,,,1,3
84_1166327,,,,,4,5,27,5,,,1
84_1166331,,1,,,5,6,32,2,,,1
84_1166332,,3,,,5,5,20,5,,,1
84_1166335,,,,,3,,32,,,,
84_1166336,,1,,1,10,24,37,2,,,
84_1166343,,1,,,4,6,32,1,,,1
84_1166344,,,,,10,14,32,5,,,1
84_1166345,,,,,10,14,32,5,,,1
84_1166348,,,,,10,14,32,5,,,1
84_1166358,,6,,,10,6,37,2,,,1
84_1166361,,6,,,5,,27,2,,,2
84_1166362,,6,,,10,31,34,2,,,3
84_1166365,,,,,,,37,,,1,3
84_1166366,,,,,,,37,,,1,3
84_1166369,,,,,4,5,27,5,,,1
84_1166370,,,,,4,5,27,5,,,1
84_1166374,1,,12,,,,,,4,,
84_1166376,,1,,,5,6,32,2,,,1
84_1166381,,1,,1,10,24,37,2,,,
84_1166383,,,,,4,,17,,,1,3
84_1166385,,4,,1,10,25,37,2,,,
84_1166386,,5,,,8,,32,,,,1
84_1166388,,1,,,5,6,32,2,,,1
84_1166392,,,,1,10,14,37,4,,,
84_1166400,1,,1,,,,,,3,,
84_1166405,,,7,,,,,,4,,
84_1166412,,,,,10,,9,,,2,3
84_1166413,,,,,4,1,37,2,,,1
84_1166420,,,4,,,,,,2,,
84_1166444,3,,11,,,,,,4,,
84_1166446,,1,,,10,29,32,2,,,1
84_1166450,,1,,,10,29,32,2,,,3
84_1166452,,,,,5,,28,,,1,1
84_1166457,,1,,,10,6,34,2,,,1
84_1166460,,1,,,10,31,32,2,,,1
84_1166463,,1,,,10,7,27,,,,3
84_1166467,,6,,,10,24,32,2,,,1
84_1166471,,6,,,5,,20,,,1,1
84_1166473,,,,,10,,45,,,1,3
84_1166494,,,,,5,,,,,1,1
84_1166508,,6,,1,5,5,37,2,,,
84_1166512,,1,,,3,31,32,2,,,1
84_1166521,,5,,,5,,20,,,2,1
84_1166522,,,,,5,,28,,,1,1
84_1166524,,,,,10,,45,,,1,3
84_1166526,,6,,1,5,5,27,2,,,
84_1166534,,1,,,10,29,32,2,,,3
84_1166538,,1,,,3,6,32,2,,,
84_1166541,,,,,4,31,37,3,,,1
84_1166547,,6,,1,5,5,27,2,,,
84_1166552,,,,,3,,38,,,2,3
84_1166556,,,,,5,,27,,,,
84_1166559,,,,,4,,36,,,4,
84_1166565,,,7,,,,,,4,,
84_1166568,,,,,5,,28,,,1,1
84_1166571,,,,,5,,32,,,2,3
84_1166572,,,,,3,,38,,,2,3
84_1166581,,,,,4,,36,,,4,
84_1166585,,1,,,5,6,32,3,,,1
84_1166590,,1,,,10,29,32,2,,,1
84_1166593,,,,,10,,45,,,1,3
84_1166608,,,,,10,,3,,,3,3
84_1166623,,1,,,10,26,37,2,,,3
84_1166637,,1,,,10,26,37,2,,,1
84_1166640,,,,,10,,37,,,1,3
84_1166652,,6,,,10,28,32,2,,,3
84_1166674,,,,,10,,32,,,4,3
84_1166679,,6,,3,10,5,32,2,,,
84_1166685,,,,,,,32,,,1,3
84_1166688,,,,,,,32,,,1,3
84_1166689,,6,,3,10,5,32,2,,,
84_1166692,,6,,3,10,5,32,2,,,
84_1166702,,1,,,10,26,37,2,,,1
84_1166704,,,,,,,37,,,4,3
84_1166719,,,,,4,31,32,3,,,1
84_1166720,,,,,4,31,32,3,,,1
84_1166727,,3,,,8,5,20,6,,,1
84_1166739,,3,,,5,,20,,,,1
84_1166742,,1,,,3,14,32,5,,,1
84_1166746,,1,,,3,18,32,6,,,1
84_1166748,,,,,,,32,,,1,3
84_1166750,,1,,,3,14,32,5,,,1
84_1166766,,,,,4,31,32,3,,,1
84_1166768,,,,,10,,32,,,1,3
84_1166778,,,,,10,,37,,,4,3
84_1166785,,,7,,,,,,4,,
84_1166799,,1,,,10,26,37,2,,,3
84_1166805,,,,,,,37,,,4,3
84_1166810,,3,,,10,5,20,3,,,1
84_1166815,,,,,4,31,32,3,,,1
84_1166824,,3,,,10,5,20,3,,,1
84_1166832,,,,,4,31,32,3,,,1
84_1166835,,,,,10,,37,,,1,3
84_1166844,,,,,10,31,37,2,,,1
84_1166845,,,,,,,37,,,4,1
84_1166848,,1,,,10,18,34,2,,,1
84_1166850,,,,,,,32,,,,
84_1166859,,,,,,,37,,,4,3
84_1166863,,1,,,10,24,32,,,,3
84_1166864,,,2,,,,,,3,,
84_1166865,,6,,,10,24,32,2,,,1
84_1166867,,,,,,,32,,,,
84_1166878,,,,,4,11,37,3,,,3
84_1166880,,,,,,,1,,,4,3
84_1166881,,,,,4,,23,,,1,1
84_1166882,,4,,,10,25,32,1,,,1
84_1166883,,,,,,,32,,,1,1
84_1166888,,,,,10,,1,,,1,1
84_1166897,,,,,,,37,,,4,1
84_1166902,,1,,,10,18,34,2,,,1
84_1166903,,4,,1,10,25,32,1,,,
84_1166907,,6,,,8,5,37,2,,,1
84_1166911,,4,,1,10,25,32,1,,,
84_1166912,,1,,,10,18,34,2,,,1
84_1166915,,6,,,5,,37,,,1,1
84_1166916,,,,,,,,,,4,3
84_1166918,,,,,5,,34,,,4,3
84_1166920,,,,,5,,28,,,2,
84_1166921,,6,,3,10,5,32,2,,,
84_1166926,,6,,,8,,32,,,1,
84_1166937,,6,,3,10,5,32,2,,,
84_1166940,,,,,10,,37,,,4,3
84_1166941,,,,,5,,34,,,4,3
84_1166946,,,,,,,1,,,4,3
84_1166947,,1,,,10,18,34,2,,,1
84_1166950,,4,,,10,25,32,1,,,1
84_1166951,,6,,,5,24,32,2,,,3
84_1166958,,1,,,10,18,34,2,,,1
84_1166959,,,,,,,1,,,1,3
84_1166960,,1,,,5,6,27,2,,,2
84_1166963,,,,,3,,,,,,
84_1166969,,4,,,10,25,32,1,,,1
84_1166971,,,,,,,1,,,1,3
84_1166975,,,,,10,,1,,,1,1
84_1166976,,,,1,10,31,32,1,,,
84_1166980,,,,,5,,28,,,2,
84_1166984,,,,,5,,34,,,4,3
84_1166986,,6,,3,10,1,32,2,,,
84_1166990,,,,,,,32,,,1,3
84_1166992,,1,,,10,18,34,2,,,1
84_1166995,,,,1,10,31,32,1,,,
84_1166997,,,,,4,,23,,,1,1
84_1167001,,3,,,5,,32,,,4,3
84_1167002,,1,,,10,18,34,2,,,1
84_1167003,,,,,,,32,,,1,1
84_1167006,,1,,,10,6,32,2,,,3
84_1167008,,,,,10,24,34,2,,,1
84_1167009,,,,,,,32,,,1,3
84_1167013,,,,,,,37,,,4,1
84_1167017,,,,,5,,3,,,4,3
84_1167019,,1,,,10,18,34,2,,,1
84_1167025,,1,,,10,18,34,2,,,1
84_1167027,,,,,,,32,,,1,1
84_1167029,,1,,,10,18,34,2,,,1
84_1167031,,6,,,5,24,32,2,,,3
84_1167032,,6,,,8,,32,,,1,
84_1167034,,,,,10,24,34,2,,,1
84_1167038,,,,,,,1,,,1,3
84_1167043,,,,,4,5,37,5,,,1
84_1167047,,,,,,,37,,,4,1
84_1167048,,,,,5,,3,,,4,3
84_1167052,,,,,,,32,,,4,1
84_1167058,,6,,,8,5,37,2,,,1
84_1167064,,4,,,10,25,32,1,,,1
84_1167068,,1,,,10,18,34,2,,,1
84_1167069,,,,,,,32,,,1,3
84_1167070,,,,,,,32,,,,
84_1167071,,,,,,,32,,,1,1
84_1167075,,1,,,10,6,27,6,,,3
84_1167078,,1,,,10,6,34,2,,,1
84_1167082,,4,,3,10,25,32,2,,,
84_1167085,,1,,3,10,31,32,2,,,
84_1167086,,1,,,10,18,34,2,,,1
84_1167088,1,,7,,,,,,4,,
84_1167092,,,,,,,37,,,4,1
84_1167094,,,,,10,,37,,,4,3
84_1167096,,,,,4,11,37,3,,,3
84_1167099,,,,,,,32,,,1,1
84_1167100,,,,,,,37,,,4,1
84_1167105,,,,,,,32,,,4,1
84_1167113,,1,,,5,6,27,2,,,2
84_1167117,,1,,,10,18,34,2,,,1
84_1167125,,,,,3,,32,,,1,3
84_1167133,,,,,3,,32,,,1,3
84_1167138,,,,,10,,42,,,4,3
84_1167152,,6,,,3,24,20,1,,,1
84_1167171,,1,,3,5,5,37,4,,,
84_1167172,,,,,10,,42,,,4,3
84_1167187,,6,,,8,24,20,6,,,1
84_1167188,,6,,3,10,25,32,2,,,
84_1167194,,,,,4,,2,,,4,3
84_1167214,,1,,3,10,7,32,2,,,
84_1167218,,,,,4,,34,,,,
84_1167219,,,,,5,,32,,,1,3
84_1167221,,1,,,10,,32,2,,,3
84_1167224,,6,,,8,24,20,6,,,1
84_1167225,,,,,4,,2,,,4,3
84_1167228,,,,,3,,32,,,1,3
84_1167236,,,,,4,,34,,,,
84_1167247,3,,7,,,,,,4,,
84_1167254,,1,,3,10,31,32,2,,,
84_1167255,,,,,10,,42,,,4,3
84_1167256,,,,,3,,32,,,1,3
84_1167257,,,,,4,,42,,,4,3
84_1167258,,,,,3,,32,2,,,3
84_1167262,,6,,1,5,5,27,2,,,
84_1167274,,,,3,5,,3,,,2,
84_1167285,,,,,4,,42,,,4,3
84_1167293,,,,,10,,47,,,,
84_1167301,,1,,,10,26,37,2,,,3
84_1167306,,,,,4,,42,,,4,3
84_1167315,,1,,,10,7,47,2,,,2
84_1167321,,6,,3,10,25,32,2,,,
84_1167322,,,4,,,,,,2,,
84_1167341,,1,,3,10,31,32,2,,,
84_1167348,,1,,,5,6,27,2,,,3
84_1167364,,6,,,3,24,20,1,,,1
84_1167398,,,,,4,31,32,3,,,1
84_1167399,,,,,4,31,32,3,,,1
84_1167401,,4,,1,10,25,32,1,,,
84_1167402,,,,,4,24,32,3,,,1
84_1167403,,,,,4,31,27,1,,,1
84_1167404,,4,,,10,25,32,1,,,1
84_1167427,,,,,4,31,32,3,,,1
84_1167430,,,,,3,,,,,,3
84_1167433,,4,,1,10,25,32,1,,,
84_1167442,,,,,10,31,32,1,,,1
84_1167448,,4,,,10,18,32,1,,,3
84_1167449,,,,,10,31,32,1,,,1
84_1167455,,,,,10,31,32,1,,,1
84_1167463,,1,,1,10,25,32,1,,,
84_1167465,,4,,1,10,25,32,1,,,
84_1167466,,,,,10,31,32,1,,,1
84_1167468,,1,,,5,18,27,2,,,1
84_1167469,,4,,,10,18,32,1,,,3
84_1167474,,4,,,10,18,32,1,,,3
84_1167475,,4,,1,10,25,32,1,,,
84_1167476,,4,,,10,25,32,1,,,3
84_1167486,,6,,,10,24,32,2,,,1
84_1167489,,4,,,10,25,32,1,,,1
84_1167490,,4,,1,10,25,32,1,,,
84_1167492,,,,,4,31,32,3,,,1
84_1167495,,4,,,10,25,32,1,,,3
84_1167498,,,,,10,31,34,1,,,1
84_1167499,,4,,,10,25,32,1,,,3
84_1167504,,,,,4,32,32,3,,,1
84_1167509,,4,,,10,18,32,1,,,3
84_1167519,,1,,,3,6,20,2,,,1
84_1167521,,4,,,10,25,32,1,,,1
84_1167522,,1,,,4,6,27,1,,,1
84_1167529,,4,,,10,25,32,1,,,3
84_1167536,,,,,5,,3,,,4,3
84_1167540,,6,,,10,24,20,2,,,1
84_1167542,,,,,4,32,32,3,,,1
84_1167549,,3,,,8,,32,,,2,3
84_1167551,,4,,,10,25,32,1,,,1
84_1167555,,,,,4,24,32,3,,,1
84_1167556,,,,,3,,,,,,3
84_1167561,,,,,10,31,32,1,,,1
84_1167564,,,,,10,31,32,1,,,1
84_1167574,,5,,,8,,32,,,4,1
84_1167578,,6,,3,10,31,32,2,,,
84_1167579,,4,,,10,25,32,1,,,1
84_1167581,,,,,5,,44,,,1,3
84_1167585,,3,,,,13,,2,,,1
84_1167586,,4,,,10,25,32,1,,,3
84_1167587,,4,,1,10,25,32,1,,,
84_1167594,,,,,10,31,34,1,,,1
84_1167597,,,,,5,,3,,,4,3
84_1167598,,4,,,10,18,32,1,,,3
84_1167599,,4,,1,10,25,32,1,,,
84_1167602,,,,,10,31,32,1,,,1
84_1167605,,,,,5,,3,,,4,3
84_1167607,,,,,10,31,32,1,,,1
84_1167611,,3,,,5,13,,3,,,1
84_1167623,,,,,4,24,32,3,,,1
84_1167633,,,7,,,,,,4,,
84_1167634,,,,,4,24,32,3,,,1
84_1167637,,4,,1,10,25,32,1,,,
84_1167644,,4,,,10,18,32,1,,,3
84_1167645,,,,,10,31,32,1,,,1
84_1167648,,,,,10,31,32,1,,,1
84_1167649,,4,,1,10,25,32,1,,,
84_1167650,,4,,1,10,25,32,1,,,
84_1167652,,,,,5,,44,,,1,3
84_1167656,,,,1,10,31,32,1,,,
84_1167662,,,,,4,31,32,3,,,1
84_1167666,,,,,3,,,,,,3
84_1167668,,4,,1,10,25,32,1,,,
