cod_modelo_color,cod_color,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename,des_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
85_1209019,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1209019_37027763-05_.jpg,CRUDO,,6.0,,2.0,7.0,31.0,32.0,2.0,,,
82_1119621,08,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,82_1119621_87085722-08_.jpg,BEIGE,,,,,5.0,,23.0,,,1.0,3.0
86_1217574,37,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,86_1217574_47024020-37_.jpg,KHAKI,,,,,10.0,,12.0,,,4.0,3.0
83_1144866,43,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1144866_17025776-43_.jpg,VERDE,,6.0,,3.0,10.0,31.0,32.0,2.0,,,
81_1061913,52,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,81_1061913_77082519-52_.jpg,AZUL,,,,,,5.0,,1.0,,,
83_1119193,99,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Trainers,83_1119193_17000753-99_.jpg,NEGRO,,,7.0,,,,,,4.0,,
82_1094342,99,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,82_1094342_87054019-99_.jpg,NEGRO,,,,,5.0,,32.0,,,2.0,
83_1134333,08,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1134333_17091100-08_.jpg,BEIGE,,6.0,,,5.0,24.0,32.0,3.0,,,1.0
81_1058888,08,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Vest,Vest,81_1058888_77082511-08_.jpg,BEIGE,,,,,4.0,,37.0,,,,
86_1224229,40,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1224229_47006318-40_.jpg,VERDE PASTEL,,,,,4.0,31.0,32.0,1.0,,,1.0
82_1094288,43,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,82_1094288_87051027-43_.jpg,VERDE,,6.0,,1.0,5.0,5.0,32.0,2.0,,,
85_1192295,99,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1192295_37025922-99_.jpg,NEGRO,,1.0,,,10.0,26.0,37.0,2.0,,,1.0
83_1112743,85,Female,Kids,KIDS,JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,83_1112743_17010053-85_.jpg,ROSA,,,,,3.0,,1.0,,,2.0,3.0
85_1198212,01,Female,Teen,KIDS,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,85_1198212_37072523-01_.jpg,BLANCO,,6.0,,,3.0,,20.0,,,1.0,1.0
85_1184667,70,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,85_1184667_37052881-70_.jpg,ROJO,,1.0,,,3.0,29.0,37.0,2.0,,,3.0
85_1199177,30,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1199177_37003868-30_.jpg,MARRON,,6.0,,3.0,10.0,23.0,32.0,2.0,,,
86_1219445,07,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,86_1219445_47016306-07_.jpg,ARENA,,,,,5.0,,44.0,,,2.0,3.0
84_1157321,08,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1157321_27005566-08_.jpg,BEIGE,,1.0,,,10.0,26.0,34.0,2.0,,,1.0
82_1098735,02,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,82_1098735_87060572-02_.jpg,OFFWHITE,,4.0,,,5.0,31.0,20.0,2.0,,,1.0
86_1211117,TN,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,86_1211117_47091269-TN_.jpg,TEJANO NEGRO,,,,,5.0,,3.0,,,4.0,3.0
82_1087798,99,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,82_1087798_87012886-99_.jpg,NEGRO,,,,,4.0,,32.0,,,4.0,
81_1058981,TO,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,81_1058981_77015905-TO_.jpg,TEJANO OSCURO,,,,,,26.0,34.0,2.0,,,
83_1123796,39,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1123796_17025904-39_.jpg,DARK CAZA,,,,,4.0,,42.0,,,4.0,3.0
86_1211431,56,Male,Teen,KIDS,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,86_1211431_47081275-56_.jpg,NAVY,,6.0,,1.0,10.0,31.0,32.0,2.0,,,
86_1210352,08,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,86_1210352_47005916-08_.jpg,BEIGE,,1.0,,,7.0,6.0,32.0,2.0,,,1.0
85_1190840,88,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1190840_37034040-88_.jpg,FUCSIA,,1.0,,,5.0,6.0,27.0,2.0,,,1.0
83_1149891,09,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,83_1149891_17045960-09_.jpg,CAMEL,,,,,3.0,29.0,32.0,2.0,,,3.0
84_1157874,50,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1157874_27044380-50_.jpg,CELESTE,,,,,10.0,31.0,32.0,1.0,,,1.0
83_1123991,96,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1123991_17067503-96_.jpg,GRIS OSCURO VIGORE,,,,,4.0,,42.0,,,1.0,1.0
84_1178719,35,Female,Adult,WOMAN,WOVEN,Tops,Tops,Tops,Top,84_1178719_27048637-35_.jpg,TOPO,,,,,10.0,16.0,37.0,3.0,,,1.0
84_1170019,99,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1170019_27052533-99_.jpg,NEGRO,,6.0,,,3.0,31.0,37.0,2.0,,,1.0
83_1136740,07,Male,Baby,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,83_1136740_17016308-07_.jpg,ARENA,,6.0,,,10.0,7.0,32.0,2.0,,,3.0
81_1066890,08,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,81_1066890_77075915-08_.jpg,BEIGE,,,,,4.0,,,,,2.0,
82_1112111,02,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,82_1112111_87088631-02_.jpg,OFFWHITE,,,,,10.0,14.0,32.0,5.0,,,1.0
83_1127128,02,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,83_1127128_17074027-02_.jpg,OFFWHITE,3.0,,7.0,,,,,,4.0,,
81_1061657,TC,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,81_1061657_77092517-TC_.jpg,TEJANO CLARO,,,,,5.0,,36.0,,,3.0,
84_1164360,99,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,84_1164360_27024756-99_.jpg,NEGRO,,,,,4.0,,23.0,,,1.0,1.0
86_1213544,95,Female,Teen,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,86_1213544_47094383-95_.jpg,ANTRACITA,,6.0,,,5.0,,24.0,,,4.0,1.0
86_1223498,05,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,86_1223498_47008257-05_.jpg,CRUDO,,4.0,,,10.0,31.0,27.0,2.0,,,1.0
86_1232487,07,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1232487_47077133-07_.jpg,ARENA,,3.0,,,3.0,31.0,,3.0,,,3.0
85_1210373,99,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1210373_37009102-99_.jpg,NEGRO,,6.0,,3.0,10.0,23.0,37.0,2.0,,,
84_1167031,08,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1167031_27036305-08_.jpg,BEIGE,,6.0,,,5.0,24.0,32.0,2.0,,,3.0
86_1227645,56,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,86_1227645_47027845-56_.jpg,NAVY,,1.0,,,,6.0,34.0,1.0,,,1.0
84_1157105,TC,Female,Baby,KIDS,JEANS,Tops,Shirts,Shirt,Blouse,84_1157105_27083254-TC_.jpg,TEJANO CLARO,,1.0,,,10.0,2.0,32.0,2.0,,,3.0
86_1226526,99,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,86_1226526_47077118-99_.jpg,NEGRO,,,,,4.0,31.0,32.0,3.0,,,1.0
83_1133701,99,Female,Teen,KIDS,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,83_1133701_17034384-99_.jpg,NEGRO,,1.0,,,7.0,7.0,27.0,2.0,,,2.0
85_1183950,07,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1183950_37064756-07_.jpg,ARENA,,,,,10.0,10.0,37.0,2.0,,,1.0
86_1219555,OR,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,86_1219555_47034417-OR_.jpg,ORO,,,4.0,,,,,,4.0,,
86_1204294,20,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1204294_47050045-20_.jpg,NARANJA,,6.0,,,8.0,31.0,20.0,4.0,,,1.0
85_1198652,30,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1198652_37057714-30_.jpg,MARRON,,6.0,,2.0,5.0,24.0,27.0,2.0,,,
81_1072944,06,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,81_1072944_77037611-06_.jpg,PIEDRA,,,,2.0,,,32.0,,,,
83_1108879,37,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,83_1108879_17014001-37_.jpg,KHAKI,,1.0,,,7.0,6.0,27.0,2.0,,,2.0
83_1150060,99,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1150060_17009092-99_.jpg,NEGRO,,3.0,,,3.0,31.0,32.0,2.0,,,1.0
84_1170322,02,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1170322_27045772-02_.jpg,OFFWHITE,,6.0,,,3.0,24.0,20.0,2.0,,,1.0
86_1224903,TM,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,86_1224903_47034043-TM_.jpg,TEJANO MEDIO,,,,,10.0,,32.0,,,4.0,3.0
85_1179317,99,Female,Adult,WOMAN,SYNTHETIC LEATHER,Bottoms,Trousers & leggings,Trousers,Trousers,85_1179317_37005131-99_.jpg,NEGRO,,,,,10.0,,1.0,,,4.0,3.0
84_1160005,05,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,84_1160005_27071101-05_.jpg,CRUDO,,,,,10.0,,23.0,,,4.0,1.0
83_1140669,99,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,83_1140669_17077708-99_.jpg,NEGRO,1.0,,7.0,,,,,,3.0,,
81_1050378,TM,Male,Adult,MAN,JEANS,Bottoms,Jeans,Jeans,Jeans,81_1050378_77040519-TM_.jpg,TEJANO MEDIO,,,,,10.0,,37.0,,,,
82_1085606,08,Female,Adult,WOMAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,82_1085606_87060534-08_.jpg,BEIGE,,6.0,,,10.0,7.0,34.0,2.0,,,1.0
85_1190234,76,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,85_1190234_37084021-76_.jpg,GRANATE,,6.0,,,4.0,,20.0,,,1.0,1.0
86_1207332,20,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,86_1207332_47040036-20_.jpg,NARANJA,,,,,4.0,,32.0,,,1.0,3.0
83_1124558,15,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1124558_17001131-15_.jpg,MOSTAZA,,,,,10.0,31.0,37.0,3.0,,,1.0
85_1197803,34,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,85_1197803_37029064-34_.jpg,MISTERIO,,1.0,,,5.0,7.0,32.0,2.0,,,2.0
85_1204627,30,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1204627_37039076-30_.jpg,MARRON,,6.0,,2.0,10.0,23.0,32.0,2.0,,,
82_1097054,43,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,82_1097054_87084024-43_.jpg,VERDE,,,,,4.0,31.0,37.0,3.0,,,
82_1097918,05,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,82_1097918_87084024-05_.jpg,CRUDO,,,,,4.0,31.0,37.0,3.0,,,
84_1155776,94,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1155776_27002003-94_.jpg,GRIS MEDIO VIGORE,,,,,10.0,31.0,32.0,2.0,,,1.0
86_1218687,99,Female,Adult,WOMAN,CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,86_1218687_47071311-99_.jpg,NEGRO,,,,,3.0,,37.0,,,,
84_1155252,99,Female,Adult,WOMAN,TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,84_1155252_27010204-99_.jpg,NEGRO,,6.0,,1.0,8.0,,,,,1.0,
84_1158295,42,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1158295_27071064-42_.jpg,MANZANA,,5.0,,,3.0,31.0,32.0,1.0,,,1.0
83_1138907,81,Female,Adult,WOMAN,SYNTHETIC LEATHER,Tops,Shirts,Shirt,Shirt,83_1138907_17085931-81_.jpg,ROSA PASTEL,,1.0,,,10.0,6.0,37.0,2.0,,,1.0
82_1123576,05,Female,Adult,WOMAN,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,82_1123576_87087157-05_.jpg,CRUDO,,,,,3.0,,32.0,,,4.0,1.0
84_1157287,08,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1157287_27095632-08_.jpg,BEIGE,,1.0,,,10.0,26.0,34.0,2.0,,,1.0
86_1227405,30,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,86_1227405_47027841-30_.jpg,MARRON,,1.0,,,10.0,6.0,34.0,1.0,,,1.0
86_1216899,30,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,86_1216899_47004015-30_.jpg,MARRON,,1.0,,,10.0,6.0,34.0,2.0,,,1.0
83_1127669,95,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1127669_17044029-95_.jpg,ANTRACITA,,6.0,,1.0,10.0,31.0,32.0,1.0,,,
82_1087065,05,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1087065_87090549-05_.jpg,CRUDO,,1.0,,,5.0,6.0,32.0,2.0,,,1.0
83_1143074,79,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1143074_17046314-79_.jpg,CALDERO,,,,,10.0,1.0,37.0,2.0,,,1.0
82_1109112,41,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1109112_87005923-41_.jpg,MENTA,,,,,10.0,31.0,32.0,1.0,,,1.0
84_1165345,92,Male,Adult,MAN,CIRCULAR,Tops,Shirts,Shirt,Shirt,84_1165345_27041153-92_.jpg,GRIS,,1.0,,,10.0,6.0,34.0,2.0,,,3.0
86_1207629,01,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1207629_47001122-01_.jpg,BLANCO,,,,,10.0,31.0,34.0,1.0,,,1.0
85_1174906,31,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,85_1174906_37044753-31_.jpg,TABACO,,1.0,,,10.0,26.0,34.0,2.0,,,3.0
83_1115060,56,Male,Kids,KIDS,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,83_1115060_17024005-56_.jpg,NAVY,,1.0,,,10.0,7.0,37.0,2.0,,,1.0
81_1064454,08,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,81_1064454_77032906-08_.jpg,BEIGE,,,7.0,,,,,,,,
85_1216167,99,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,85_1216167_37049105-99_.jpg,NEGRO,,1.0,,,,5.0,,2.0,,,3.0
86_1212335,OR,Female,Baby,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,86_1212335_47003692-OR_.jpg,ORO,,,7.0,,,,,,4.0,,
86_1217857,51,Male,Adult,MAN,TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,86_1217857_47054404-51_.jpg,PORCELANA,,4.0,,1.0,10.0,25.0,32.0,2.0,,,
84_1167219,99,Female,Adult,WOMAN,SYNTHETIC LEATHER,Bottoms,Trousers & leggings,Trousers,Trousers,84_1167219_27081155-99_.jpg,NEGRO,,,,,5.0,,32.0,,,1.0,3.0
85_1199690,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater Vest,85_1199690_37063851-05_.jpg,CRUDO,,6.0,,3.0,4.0,5.0,32.0,,,,
84_1165087,50,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1165087_27085750-50_.jpg,CELESTE,,6.0,,,5.0,31.0,20.0,1.0,,,3.0
81_1090674,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,81_1090674_77007657-05_.jpg,CRUDO,,,,3.0,,14.0,37.0,2.0,,,
84_1174204,05,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,84_1174204_27074036-05_.jpg,CRUDO,,6.0,,,,5.0,,2.0,,,3.0
82_1104784,85,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,82_1104784_87065692-85_.jpg,ROSA,,,,3.0,10.0,16.0,32.0,3.0,,,3.0
85_1211601,52,Female,Teen,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1211601_37056720-52_.jpg,AZUL,,,,,3.0,,37.0,,,,
86_6804209,99,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,86_6804209_47067139-99_.jpg,NEGRO,,3.0,,,4.0,13.0,37.0,3.0,,,1.0
86_1212377,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,86_1212377_47051280-05_.jpg,CRUDO,,6.0,,1.0,10.0,23.0,32.0,2.0,,,
82_1082230,TU,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,82_1082230_87010529-TU_.jpg,TEJANO GRIS OSCURO,,,,,10.0,,26.0,,,2.0,3.0
83_1123014,06,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1123014_17060293-06_.jpg,PIEDRA,,,,,10.0,31.0,32.0,1.0,,,1.0
82_1110077,02,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1110077_87037128-02_.jpg,OFFWHITE,,,,,10.0,31.0,32.0,1.0,,,1.0
86_1223732,99,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1223732_47044041-99_.jpg,NEGRO,,,,,,1.0,,2.0,,,1.0
84_1156779,07,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,84_1156779_27050700-07_.jpg,ARENA,,1.0,,1.0,10.0,23.0,32.0,2.0,,,
81_1075480,99,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,81_1075480_77095953-99_.jpg,NEGRO,,,,,4.0,,,,,2.0,
86_1219779,52,Female,Teen,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,86_1219779_47046306-52_.jpg,AZUL,,6.0,,,10.0,19.0,32.0,5.0,,,1.0
86_1220384,OR,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,86_1220384_47005942-OR_.jpg,ORO,,,1.0,,,,,,3.0,,
84_1181827,43,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,84_1181827_27095805-43_.jpg,VERDE,,,,,3.0,,,,,1.0,1.0
85_1195711,TC,Male,Teen,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,85_1195711_37056307-TC_.jpg,TEJANO CLARO,,,,,4.0,,42.0,,,4.0,3.0
84_1160053,36,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1160053_27001291-36_.jpg,OLIVA,,,,,10.0,24.0,34.0,2.0,,,1.0
84_1156751,30,Male,Adult,MAN,SYNTHETIC LEATHER,Outerwear,Jackets and Blazers,Jackets,Jacket,84_1156751_27034002-30_.jpg,MARRON,,1.0,,,10.0,,37.0,,,,
82_1090310,05,Female,Adult,WOMAN,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,82_1090310_87040561-05_.jpg,CRUDO,,,,,3.0,,32.0,,,4.0,
85_1196881,02,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1196881_37025141-02_.jpg,OFFWHITE,,1.0,,,5.0,6.0,27.0,2.0,,,1.0
82_1128775,50,Female,Adult,WOMAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,82_1128775_87079061-50_.jpg,CELESTE,,4.0,,,10.0,7.0,34.0,1.0,,,3.0
84_1150910,56,Female,Kids,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,84_1150910_27040158-56_.jpg,NAVY,,,,,5.0,,,,,1.0,1.0
82_1108870,09,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Vest,Vest,82_1108870_87097130-09_.jpg,CAMEL,,1.0,,,10.0,24.0,32.0,,,,1.0
85_1194081,17,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1194081_37035817-17_.jpg,CARAMELO,,6.0,,1.0,8.0,5.0,20.0,2.0,,,
84_1160192,43,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1160192_27002882-43_.jpg,VERDE,,,,,10.0,31.0,27.0,1.0,,,1.0
85_1192543,52,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1192543_37081302-52_.jpg,AZUL,,,,,,,,,,1.0,1.0
86_1220037,52,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1220037_47024033-52_.jpg,AZUL,,,,,4.0,19.0,32.0,1.0,,,1.0
84_1179760,99,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,84_1179760_27074402-99_.jpg,NEGRO,,,4.0,,,,,,2.0,,
82_1093939,99,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1093939_87040505-99_.jpg,NEGRO,,,,,,26.0,37.0,2.0,,,
85_1193474,12,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1193474_37003859-12_.jpg,AMARILLO,,6.0,,2.0,10.0,31.0,32.0,2.0,,,
81_1065218,37,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,81_1065218_77006708-37_.jpg,KHAKI,,,,,,26.0,34.0,2.0,,,
86_1223568,02,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1223568_47046313-02_.jpg,OFFWHITE,,,,,10.0,31.0,32.0,1.0,,,1.0
85_1191706,43,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1191706_37041298-43_.jpg,VERDE,,6.0,,,5.0,14.0,,5.0,,,1.0
86_1214805,07,Female,Kids,KIDS,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,86_1214805_47074007-07_.jpg,ARENA,,1.0,,1.0,10.0,24.0,32.0,2.0,,,
82_1110885,81,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,82_1110885_87097134-81_.jpg,ROSA PASTEL,,,,,4.0,,3.0,,,1.0,3.0
86_1206367,TM,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,86_1206367_47010147-TM_.jpg,TEJANO MEDIO,,,,,4.0,,3.0,,,2.0,3.0
83_1134466,84,Female,Adult,WOMAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,83_1134466_17022022-84_.jpg,CHICLE,,6.0,,,10.0,31.0,34.0,2.0,,,1.0
86_1231444,14,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1231444_47038636-14_.jpg,LIMA,,1.0,,,3.0,11.0,32.0,1.0,,,1.0
86_1213416,90,Female,Adult,WOMAN,TRICOT,Bottoms,Trousers & leggings,Trousers,Trousers,86_1213416_47071284-90_.jpg,PERLA,,,,1.0,10.0,,,,,,
86_1209334,99,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1209334_47050399-99_.jpg,NEGRO,,,,,10.0,3.0,34.0,2.0,,,1.0
84_1170485,99,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,84_1170485_27044012-99_.jpg,NEGRO,,3.0,,,9.0,,32.0,,,3.0,1.0
81_1052353,78,Male,Kids,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,81_1052353_77014384-78_.jpg,BURDEOS,,,,,4.0,,37.0,,,,
84_1156601,01,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1156601_27002879-01_.jpg,BLANCO,,5.0,,,8.0,5.0,27.0,,,,1.0
82_1092123,70,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,82_1092123_87052017-70_.jpg,ROJO,,,,,,24.0,32.0,1.0,,,
85_1203583,81,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,85_1203583_37076316-81_.jpg,ROSA PASTEL,,6.0,,,,,,2.0,,,2.0
